"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDT39","OUT027",3380.4794921875
"FDE35","OUT017",908.060363769531
"NCI42","OUT019",645.704895019531
"DRL23","OUT046",1660.54089355469
"FDA10","OUT046",1913.0224609375
"FDA11","OUT013",1510.43518066406
"NCM06","OUT046",2402.04150390625
"NCT05","OUT035",4210.32763671875
"NCQ02","OUT010",384.371551513672
"NCY06","OUT049",1983.55126953125
"FDY56","OUT035",4048.6240234375
"FDL02","OUT035",1526.98742675781
"NCI06","OUT035",2921.23657226562
"FDQ14","OUT045",2355.90087890625
"FDQ12","OUT017",3809.91528320312
"FDP36","OUT046",750.080627441406
"FDK21","OUT027",4766.91943359375
"FDO40","OUT045",2237.79223632812
"NCK54","OUT019",266.668731689453
"FDY09","OUT018",2568.21752929688
"NCW30","OUT049",3883.490234375
"NCC55","OUT027",1100.29541015625
"FDE58","OUT018",1579.75378417969
"FDR39","OUT013",3090.58178710938
"FDU28","OUT049",3019.2236328125
"FDH08","OUT017",3880.27685546875
"FDG35","OUT045",2821.09350585938
"FDG22","OUT049",625.232299804688
"FDC34","OUT035",2840.06713867188
"FDP15","OUT018",3411.17919921875
"FDK34","OUT010",663.090393066406
"FDU45","OUT035",1970.44299316406
"FDQ04","OUT027",1047.64208984375
"FDX22","OUT018",3016.21875
"FDB45","OUT017",1540.37670898438
"NCH43","OUT027",5227.40966796875
"DRE60","OUT046",3738.58178710938
"FDD17","OUT027",5498.4140625
"NCM54","OUT017",2104.857421875
"NCH55","OUT013",1934.00769042969
"NCT06","OUT017",2673.896484375
"FDA48","OUT027",5582.9404296875
"FDY58","OUT027",5531.39501953125
"FDO25","OUT045",3451.068359375
"FDN50","OUT045",1522.51611328125
"FDH35","OUT035",3238.10791015625
"FDK09","OUT045",3594.75561523438
"FDO16","OUT013",1438.86413574219
"FDW11","OUT045",942.990600585938
"FDU47","OUT027",3709.50512695312
"NCQ42","OUT010",298.950469970703
"FDK55","OUT027",2499.59912109375
"FDN08","OUT049",1828.29663085938
"FDT57","OUT045",3803.51953125
"FDJ12","OUT018",3175.75244140625
"DRL59","OUT017",772.032775878906
"NCN53","OUT046",655.1630859375
"FDO51","OUT010",116.118286132812
"FDK56","OUT017",2908.44799804688
"FDY12","OUT035",879.000854492188
"FDU15","OUT035",647.184143066406
"FDQ19","OUT046",3403.76318359375
"DRF15","OUT045",2366.236328125
"DRE25","OUT019",245.888076782227
"FDK57","OUT018",1631.39038085938
"FDD33","OUT010",636.107788085938
"FDR34","OUT027",5341.10791015625
"FDU04","OUT045",1768.46325683594
"FDE35","OUT019",150.484558105469
"NCD31","OUT035",2759.10375976562
"FDJ56","OUT035",1688.42822265625
"NCU53","OUT046",2370.72802734375
"FDD39","OUT035",3827.9736328125
"NCU17","OUT019",270.520690917969
"FDJ20","OUT046",1943.23754882812
"NCW41","OUT018",2460.33618164062
"FDL52","OUT035",731.99072265625
"FDS39","OUT035",2334.75341796875
"DRJ47","OUT045",2670.67041015625
"FDP13","OUT010",126.140060424805
"DRK39","OUT010",203.61018371582
"FDF28","OUT010",294.577484130859
"FDB09","OUT045",1876.48303222656
"FDM51","OUT046",1552.34680175781
"DRM49","OUT018",650.273498535156
"DRF23","OUT013",2758.34692382812
"DRH01","OUT035",2824.17846679688
"FDH12","OUT027",2752.34643554688
"FDA28","OUT019",309.307464599609
"FDW37","OUT018",1243.65148925781
"FDF02","OUT046",1710.01489257812
"DRL37","OUT046",663.024780273438
"NCF43","OUT046",2191.12060546875
"FDH08","OUT010",617.294738769531
"FDR34","OUT019",565.889404296875
"NCK19","OUT049",3081.61889648438
"NCD55","OUT018",497.054046630859
"FDT27","OUT049",3630.8515625
"FDQ57","OUT045",2402.37182617188
"FDA47","OUT035",2569.34643554688
"DRG15","OUT027",1907.84631347656
"FDE05","OUT018",2161.4697265625
"FDN46","OUT046",1632.35961914062
"FDX27","OUT027",2372.81860351562
"FDT51","OUT045",1629.73522949219
"FDU33","OUT013",665.481689453125
"FDJ16","OUT027",1656.14892578125
"FDD20","OUT019",318.680786132812
"FDT36","OUT049",646.604125976562
"DRF15","OUT027",3442.63427734375
"FDN52","OUT010",193.119003295898
"FDC22","OUT027",4808.83935546875
"FDX15","OUT045",2519.23754882812
"FDT13","OUT013",3091.11889648438
"FDU04","OUT017",1916.47253417969
"FDU31","OUT019",469.415069580078
"FDW59","OUT027",2069.99731445312
"NCO29","OUT046",2502.19506835938
"FDL15","OUT035",2559.3779296875
"FDI41","OUT049",2387.0849609375
"FDQ48","OUT049",1554.92724609375
"DRI39","OUT013",808.51904296875
"FDI08","OUT013",4048.56640625
"FDC21","OUT049",1772.42138671875
"FDF58","OUT035",991.764770507812
"FDS08","OUT010",470.932769775391
"FDE47","OUT045",1975.22265625
"NCP18","OUT019",339.432312011719
"NCR41","OUT013",1612.69836425781
"FDA27","OUT013",3893.98876953125
"FDA43","OUT035",3044.03125
"FDA49","OUT045",1291.27136230469
"NCE55","OUT018",2656.58740234375
"DRM49","OUT027",1168.04357910156
"FDF22","OUT027",5086.279296875
"FDQ15","OUT018",1222.95520019531
"NCS54","OUT017",3021.30688476562
"NCY05","OUT013",598.484252929688
"FDR45","OUT046",3739.1201171875
"FDK57","OUT049",1954.89245605469
"FDF41","OUT010",641.4375
"FDV21","OUT046",1960.34887695312
"FDD51","OUT046",733.266357421875
"FDF33","OUT046",1734.73352050781
"FDA38","OUT046",3669.63232421875
"FDR56","OUT045",2931.4453125
"NCN41","OUT017",1984.86462402344
"FDC60","OUT027",2058.69287109375
"FDB47","OUT045",3347.14526367188
"DRH01","OUT013",2794.68408203125
"FDW08","OUT046",1678.74841308594
"FDF38","OUT027",1030.57922363281
"FDY32","OUT017",2478.17065429688
"FDG34","OUT049",1682.27038574219
"FDG47","OUT019",453.839233398438
"NCF18","OUT035",3100.09716796875
"FDL39","OUT019",421.767150878906
"NCH55","OUT035",2020.41137695312
"DRJ35","OUT049",908.545227050781
"FDS44","OUT035",3902.15380859375
"DRE01","OUT018",3584.51440429688
"FDY39","OUT013",3364.8837890625
"FDY32","OUT018",2337.2548828125
"FDR33","OUT027",3231.82543945312
"NCP50","OUT049",1187.84545898438
"FDZ47","OUT018",1362.41186523438
"FDU57","OUT049",2451.439453125
"FDY44","OUT013",3141.16186523438
"DRH59","OUT018",1040.04125976562
"FDB03","OUT027",5354.45751953125
"FDY46","OUT045",2681.3134765625
"FDM39","OUT045",2630.20166015625
"FDY36","OUT035",1275.22521972656
"NCM55","OUT035",3046.2275390625
"FDJ50","OUT010",160.446533203125
"DRL60","OUT013",2359.05029296875
"NCJ54","OUT049",3844.1650390625
"FDX59","OUT017",648.695678710938
"FDI07","OUT013",3054.31640625
"DRF51","OUT010",110.907035827637
"FDM14","OUT017",1708.34643554688
"FDP21","OUT045",2943.634765625
"FDE40","OUT035",949.789855957031
"FDE05","OUT035",2540.23681640625
"FDM13","OUT027",3341.84350585938
"FDC34","OUT027",3964.71362304688
"NCI55","OUT018",1874.88635253906
"NCE43","OUT018",2501.69677734375
"FDW58","OUT018",1398.46630859375
"FDG60","OUT045",3649.89965820312
"FDV31","OUT017",2547.90942382812
"FDR47","OUT013",2962.43725585938
"FDM60","OUT019",100.761840820312
"NCF06","OUT018",3202.83862304688
"NCN26","OUT027",3062.67553710938
"FDQ59","OUT049",1381.49255371094
"FDF09","OUT046",596.455810546875
"NCS06","OUT017",3822.63500976562
"FDT44","OUT046",1897.22607421875
"FDI19","OUT017",3960.841796875
"FDT22","OUT017",937.320495605469
"NCF54","OUT027",4322.51318359375
"DRG25","OUT045",2980.4892578125
"FDB59","OUT017",3221.65795898438
"FDQ37","OUT017",3070.98388671875
"FDP56","OUT035",822.816223144531
"FDW44","OUT035",2870.34204101562
"FDJ26","OUT010",616.281677246094
"FDU43","OUT018",3420.96704101562
"FDW33","OUT045",1614.50256347656
"NCX53","OUT027",3446.46752929688
"FDN56","OUT010",364.461608886719
"DRF15","OUT049",2376.82666015625
"FDO33","OUT017",1928.40502929688
"FDZ39","OUT010",214.15364074707
"NCJ19","OUT017",969.821411132812
"FDU01","OUT035",3016.34448242188
"FDT12","OUT035",3902.85961914062
"NCM18","OUT018",778.924194335938
"FDP19","OUT017",2016.05834960938
"NCR42","OUT049",629.753662109375
"FDN10","OUT046",1780.21398925781
"FDG44","OUT017",902.812561035156
"FDQ10","OUT046",2857.8916015625
"DRH13","OUT049",1610.62097167969
"FDT52","OUT013",3743.37426757812
"FDM56","OUT045",1679.56079101562
"NCO43","OUT010",327.795227050781
"NCV29","OUT035",2916.58251953125
"NCF06","OUT013",4127.75732421875
"FDO50","OUT035",1447.12268066406
"FDT59","OUT013",3869.962890625
"FDX40","OUT027",983.685668945312
"FDE50","OUT017",3072.82080078125
"FDX51","OUT017",3095.63525390625
"NCD30","OUT018",1370.10998535156
"FDK15","OUT013",1631.27941894531
"FDL12","OUT045",939.900024414062
"FDK46","OUT017",4063.93286132812
"DRH49","OUT010",218.110946655273
"FDQ57","OUT046",2397.46435546875
"FDY59","OUT017",1524.56323242188
"FDO09","OUT018",3471.74169921875
"NCG30","OUT035",1971.12060546875
"FDM09","OUT017",2702.03271484375
"NCN17","OUT027",2580.61401367188
"NCS42","OUT013",1387.62976074219
"FDD02","OUT019",317.23095703125
"FDE34","OUT013",3195.70849609375
"FDU38","OUT045",2825.38256835938
"FDB33","OUT046",2760.10766601562
"NCJ29","OUT017",1371.90991210938
"FDZ27","OUT035",807.759338378906
"FDI40","OUT013",1602.46887207031
"FDG22","OUT013",581.953369140625
"FDT51","OUT017",1744.85290527344
"FDF20","OUT018",2873.35571289062
"FDV50","OUT035",1965.97814941406
"FDT02","OUT049",637.158630371094
"DRC49","OUT017",2395.05834960938
"FDF26","OUT049",2352.04907226562
"FDV52","OUT035",1860.45007324219
"FDX59","OUT049",652.634643554688
"FDV25","OUT035",3857.55151367188
"FDW23","OUT027",1119.79724121094
"FDE53","OUT018",1471.40759277344
"FDA19","OUT017",1896.08959960938
"FDH22","OUT046",1941.177734375
"NCO41","OUT013",1495.62414550781
"FDX12","OUT017",4129.93603515625
"FDF17","OUT013",3128.88842773438
"FDS11","OUT045",3654.576171875
"FDR51","OUT035",2495.578125
"FDT49","OUT010",167.46418762207
"FDC56","OUT013",1871.79931640625
"FDR13","OUT027",3147.15942382812
"FDQ60","OUT035",1956.97045898438
"FDN38","OUT049",3851.90356445312
"NCL29","OUT013",2475.74487304688
"FDO13","OUT027",4145.5048828125
"FDE26","OUT018",2179.44262695312
"FDA31","OUT010",389.946624755859
"FDX14","OUT035",1277.15673828125
"FDA34","OUT045",3180.05151367188
"FDF26","OUT013",2330.23779296875
"FDE38","OUT045",2606.45849609375
"DRI11","OUT046",1827.57238769531
"FDQ60","OUT027",3065.72607421875
"FDL21","OUT027",715.839660644531
"DRC12","OUT027",4949.56005859375
"FDC47","OUT046",3610.88671875
"FDE57","OUT045",2176.080078125
"FDT14","OUT045",1886.06896972656
"NCZ53","OUT046",2955.92504882812
"FDE28","OUT018",3498.14013671875
"FDR19","OUT035",2511.35083007812
"NCF54","OUT019",425.305816650391
"FDZ08","OUT046",1321.78625488281
"NCJ05","OUT018",2113.97265625
"FDF59","OUT046",1941.58801269531
"NCO05","OUT035",1638.27392578125
"FDW24","OUT018",609.107849121094
"NCX42","OUT018",2472.50756835938
"NCA53","OUT035",771.465270996094
"FDI45","OUT019",390.455078125
"FDG46","OUT046",1757.8779296875
"FDM20","OUT010",644.275085449219
"FDW11","OUT010",194.316360473633
"FDX08","OUT035",3109.71875
"NCK17","OUT035",664.556396484375
"FDK32","OUT018",2213.3447265625
"NCA42","OUT035",2669.71801757812
"DRI01","OUT035",2870.44995117188
"NCL55","OUT049",4052.20458984375
"DRE25","OUT018",1318.12182617188
"FDD14","OUT017",3052.75561523438
"FDB10","OUT046",3709.62670898438
"DRN11","OUT035",2447.2841796875
"FDP38","OUT018",621.069458007812
"NCA30","OUT017",2821.00122070312
"FDT15","OUT017",3041.74536132812
"NCP55","OUT018",687.619873046875
"FDF12","OUT035",2426.21435546875
"FDM21","OUT018",3570.5703125
"FDX56","OUT035",3684.23217773438
"FDF10","OUT017",2570.01806640625
"FDT32","OUT045",2836.35009765625
"FDM51","OUT018",1382.12841796875
"NCR50","OUT018",2208.45629882812
"FDI19","OUT049",3842.9306640625
"FDX21","OUT017",1664.88720703125
"FDR31","OUT035",2422.86547851562
"FDY02","OUT013",4032.04809570312
"NCA29","OUT045",3014.431640625
"NCX17","OUT046",2956.93188476562
"FDM12","OUT045",2878.66235351562
"FDI53","OUT027",4145.62451171875
"NCU30","OUT049",2594.66943359375
"FDC56","OUT027",3373.7607421875
"FDK27","OUT018",1758.08483886719
"NCK18","OUT017",2801.52587890625
"FDB52","OUT019",546.459045410156
"DRG25","OUT027",5039.6259765625
"FDZ13","OUT049",805.485107421875
"FDB57","OUT019",637.910095214844
"FDR40","OUT046",1379.61462402344
"NCO14","OUT019",92.3036193847656
"NCN19","OUT045",2713.87255859375
"FDQ28","OUT019",333.492065429688
"FDO13","OUT018",2327.01806640625
"FDK48","OUT013",1311.00146484375
"FDU07","OUT018",2145.13598632812
"FDW20","OUT046",2048.28662109375
"FDV12","OUT010",246.190994262695
"FDH24","OUT013",2493.8857421875
"FDV59","OUT049",3636.01025390625
"FDK57","OUT045",1879.71447753906
"FDL16","OUT027",1066.70776367188
"NCQ17","OUT046",2393.12890625
"FDJ15","OUT018",2764.47338867188
"FDX24","OUT049",1466.28637695312
"FDT47","OUT046",1707.48559570312
"FDT10","OUT049",898.645629882812
"FDZ37","OUT018",1220.80358886719
"FDW43","OUT027",5598.2373046875
"DRN36","OUT017",1586.34680175781
"FDJ14","OUT045",1273.18322753906
"FDA32","OUT013",3615.6357421875
"FDJ38","OUT019",524.362243652344
"FDQ57","OUT017",2438.4931640625
"NCQ41","OUT019",394.737243652344
"FDG56","OUT049",936.777099609375
"DRC13","OUT027",3160.67041015625
"FDV55","OUT035",2501.54638671875
"FDQ49","OUT045",2455.21459960938
"FDE29","OUT010",156.427185058594
"FDR03","OUT013",3669.96411132812
"FDD45","OUT049",1506.84155273438
"FDN38","OUT010",583.293823242188
"FDT56","OUT046",812.954406738281
"FDT48","OUT045",3049.65478515625
"FDU03","OUT049",3058.70727539062
"FDC56","OUT010",244.247528076172
"NCO43","OUT027",2316.34985351562
"FDQ27","OUT017",1753.28063964844
"FDR03","OUT046",3190.66528320312
"DRH23","OUT010",173.082870483398
"FDG22","OUT045",641.652954101562
"NCJ42","OUT013",1581.15051269531
"FDR24","OUT046",1274.35534667969
"FDW60","OUT035",2683.91845703125
"FDJ08","OUT013",3017.05590820312
"DRL59","OUT018",634.007507324219
"FDG60","OUT010",587.576782226562
"FDW27","OUT017",2237.7177734375
"FDX14","OUT018",1121.42517089844
"FDC20","OUT013",768.502746582031
"NCS29","OUT018",3630.21606445312
"FDJ56","OUT046",1661.7861328125
"FDB20","OUT019",236.747848510742
"FDL28","OUT027",5626.7880859375
"FDW01","OUT018",2288.09521484375
"FDL03","OUT046",2939.05883789062
"FDX22","OUT049",3706.7470703125
"FDJ21","OUT035",2684.56640625
"FDR31","OUT045",2459.54956054688
"FDG21","OUT035",2821.31982421875
"FDS22","OUT027",984.770568847656
"FDK08","OUT035",1633.10852050781
"FDE17","OUT018",2052.8818359375
"NCN30","OUT017",1576.30139160156
"FDT50","OUT046",1509.18774414062
"NCX42","OUT049",2594.89428710938
"FDJ12","OUT035",3798.62451171875
"NCA18","OUT027",3106.16088867188
"FDP23","OUT019",371.65478515625
"FDX12","OUT013",3882.6474609375
"FDN40","OUT018",2026.76159667969
"FDV48","OUT035",1366.60241699219
"NCY54","OUT013",2857.5576171875
"FDL16","OUT010",143.050704956055
"FDR45","OUT018",3109.69140625
"FDJ52","OUT046",2396.22705078125
"DRG01","OUT017",1218.91442871094
"FDP52","OUT013",3805.0673828125
"FDU58","OUT017",3085.48266601562
"FDL02","OUT045",1443.60241699219
"FDG28","OUT013",4016.03125
"FDA19","OUT035",1905.60119628906
"FDW46","OUT027",1685.46728515625
"NCD43","OUT049",1628.21130371094
"DRG39","OUT013",713.52099609375
"NCF55","OUT049",658.077270507812
"FDJ07","OUT046",1877.81555175781
"FDE08","OUT046",2433.18017578125
"FDP56","OUT019",136.592025756836
"FDT45","OUT045",760.437194824219
"FDF17","OUT018",2791.66333007812
"FDX44","OUT046",1411.7255859375
"FDM28","OUT027",4945.91357421875
"FDI36","OUT049",3045.00537109375
"FDS07","OUT045",1790.95983886719
"FDD36","OUT045",1789.33422851562
"FDW11","OUT046",913.586608886719
"FDN40","OUT049",2327.869140625
"NCQ18","OUT049",1616.54614257812
"NCQ54","OUT017",2930.92724609375
"NCS42","OUT045",1381.35559082031
"DRH39","OUT010",303.438720703125
"FDC09","OUT027",2658.50317382812
"FDT08","OUT010",381.938690185547
"FDC08","OUT035",3868.74633789062
"FDT20","OUT017",636.045471191406
"FDS35","OUT035",938.971252441406
"FDX58","OUT018",3050.42602539062
"FDW58","OUT046",1524.54858398438
"DRD27","OUT046",1366.17114257812
"FDH32","OUT019",263.880737304688
"FDS26","OUT035",4134.0888671875
"FDQ31","OUT046",1448.51831054688
"FDP11","OUT018",3147.16381835938
"FDD58","OUT017",1604.43371582031
"FDM33","OUT045",3389.8623046875
"FDZ16","OUT049",3073.6279296875
"NCS29","OUT010",565.93603515625
"NCM18","OUT019",239.351440429688
"FDP11","OUT049",3665.2216796875
"NCC42","OUT017",2310.96459960938
"DRM23","OUT046",2825.63305664062
"NCN55","OUT027",5148.7294921875
"FDK46","OUT013",3950.65502929688
"FDR01","OUT046",2984.15283203125
"NCA05","OUT045",2344.212890625
"NCP43","OUT017",2909.46069335938
"FDR12","OUT010",307.882720947266
"FDQ01","OUT013",3998.76123046875
"FDM13","OUT046",1886.22509765625
"FDQ19","OUT017",3921.81616210938
"FDK56","OUT019",466.273223876953
"NCX06","OUT010",567.871154785156
"FDO56","OUT027",3298.7607421875
"FDU45","OUT045",1810.02331542969
"FDI16","OUT019",176.593994140625
"FDL32","OUT046",2029.08581542969
"FDA07","OUT046",1959.53137207031
"FDA14","OUT045",2440.26538085938
"FDV46","OUT027",3456.201171875
"NCO07","OUT035",3606.96044921875
"NCP41","OUT046",1694.349609375
"FDY60","OUT018",2067.45947265625
"FDN38","OUT017",3785.94091796875
"FDO15","OUT046",1155.41333007812
"FDT60","OUT013",1929.9658203125
"FDA55","OUT035",4201.42529296875
"FDE02","OUT010",216.220489501953
"DRJ39","OUT049",3615.99951171875
"FDV34","OUT035",1251.85034179688
"FDS20","OUT027",5017.0830078125
"FDF02","OUT027",2637.83520507812
"FDW40","OUT017",2339.13916015625
"NCB43","OUT046",2885.64404296875
"FDR58","OUT017",1463.73852539062
"DRJ59","OUT035",662.611145019531
"NCD30","OUT017",1517.1103515625
"FDE14","OUT017",1540.46667480469
"FDC28","OUT018",1387.41186523438
"FDU16","OUT018",1166.93994140625
"NCD19","OUT035",889.934936523438
"FDU21","OUT046",623.135620117188
"FDV59","OUT027",4774.33935546875
"FDU03","OUT045",2972.974609375
"FDC33","OUT010",549.883728027344
"NCR42","OUT035",647.622375488281
"DRH59","OUT035",1278.95959472656
"NCM31","OUT035",2392.52612304688
"FDS50","OUT035",4039.31103515625
"FDP39","OUT046",800.820861816406
"FDQ55","OUT013",1860.3427734375
"FDV36","OUT019",309.6083984375
"FDI05","OUT027",2328.69140625
"FDS45","OUT027",2157.98510742188
"FDA39","OUT045",663.548095703125
"FDC37","OUT010",213.605743408203
"FDJ60","OUT027",4160.71337890625
"DRQ35","OUT046",2015.62121582031
"NCJ06","OUT046",1919.90173339844
"NCY42","OUT018",2186.8642578125
"DRM37","OUT049",3290.17211914062
"FDR14","OUT045",715.296630859375
"FDE51","OUT049",730.171630859375
"FDT33","OUT017",2736.3212890625
"FDR08","OUT013",1780.93774414062
"FDE36","OUT010",451.014251708984
"FDL22","OUT019",246.739227294922
"FDR44","OUT013",1976.455078125
"FDI56","OUT019",253.38395690918
"FDE47","OUT010",293.117340087891
"FDV27","OUT010",242.490112304688
"FDV10","OUT049",711.89501953125
"FDC40","OUT045",1189.669921875
"NCX41","OUT013",3651.41796875
"NCQ38","OUT027",2522.87036132812
"FDV12","OUT027",2568.31567382812
"FDE52","OUT017",1389.63195800781
"FDG20","OUT027",4533.9296875
"FDV16","OUT027",1037.04260253906
"FDI32","OUT017",1913.66101074219
"FDJ32","OUT049",908.545227050781
"FDN39","OUT018",2312.24487304688
"FDY34","OUT017",2967.90942382812
"FDC14","OUT035",675.52099609375
"FDA55","OUT017",4256.87451171875
"FDZ50","OUT010",554.845642089844
"DRG13","OUT049",2720.43872070312
"FDP01","OUT013",2279.03857421875
"NCG54","OUT017",2792.80737304688
"FDM13","OUT045",1821.28491210938
"NCO18","OUT027",4862.5439453125
"NCW41","OUT013",2416.81494140625
"FDM52","OUT027",3814.0400390625
"NCF55","OUT035",681.965759277344
"FDT09","OUT046",2086.2294921875
"NCM19","OUT035",1750.92077636719
"FDW12","OUT018",2183.74291992188
"FDP15","OUT019",713.611206054688
"FDK36","OUT045",754.357849121094
"FDZ25","OUT035",2967.146484375
"NCW06","OUT049",3118.89379882812
"FDW60","OUT046",2957.76196289062
"DRC49","OUT013",2345.47436523438
"NCT17","OUT035",3089.09521484375
"NCN06","OUT018",2347.5244140625
"FDC45","OUT013",2706.29296875
"DRJ47","OUT019",474.541168212891
"NCF06","OUT045",3638.67553710938
"FDE21","OUT010",318.318542480469
"DRG27","OUT013",629.072326660156
"FDW40","OUT049",2351.9619140625
"NCO53","OUT046",2995.50952148438
"FDE23","OUT049",690.355834960938
"FDQ16","OUT046",1766.08850097656
"FDS26","OUT045",3751.1083984375
"FDZ13","OUT010",126.347839355469
"FDS14","OUT049",2394.66918945312
"FDC10","OUT045",1840.40466308594
"FDY16","OUT049",3025.42578125
"FDJ20","OUT035",1954.63757324219
"FDV43","OUT035",681.406860351562
"FDZ32","OUT027",2770.953125
"FDR23","OUT046",2803.89477539062
"FDN24","OUT035",809.659362792969
"FDE34","OUT027",5270.26318359375
"FDU31","OUT013",3576.2197265625
"FDW33","OUT018",1483.25769042969
"FDU26","OUT046",1900.90979003906
"FDE20","OUT027",4215.13818359375
"NCW05","OUT035",1657.79138183594
"FDB22","OUT018",2180.01220703125
"FDO56","OUT046",1889.97668457031
"FDA19","OUT027",3443.6240234375
"DRI39","OUT045",865.055236816406
"FDH52","OUT018",755.242248535156
"FDZ50","OUT035",3217.04711914062
"NCN42","OUT035",2601.65185546875
"FDB53","OUT013",2500.65014648438
"DRG11","OUT017",1745.103515625
"DRK11","OUT027",3667.43823242188
"FDQ60","OUT017",1897.31640625
"FDT36","OUT017",642.665161132812
"DRG25","OUT018",2889.29711914062
"DRJ23","OUT046",3048.95166015625
"FDG05","OUT035",2542.42895507812
"NCK06","OUT018",2080.06518554688
"FDU52","OUT017",2529.46752929688
"FDW07","OUT018",1193.90783691406
"NCM17","OUT045",695.046264648438
"FDA22","OUT045",3171.69677734375
"NCA41","OUT018",2781.77490234375
"FDF38","OUT035",678.155334472656
"FDH52","OUT046",914.372863769531
"FDY58","OUT019",556.215881347656
"FDZ16","OUT045",2910.30395507812
"NCM18","OUT017",955.084289550781
"FDA22","OUT018",2460.76391601562
"NCJ43","OUT035",2597.02514648438
"FDI34","OUT027",5527.04833984375
"FDG56","OUT046",989.002746582031
"FDS34","OUT046",1841.25
"DRC01","OUT035",832.122863769531
"FDQ04","OUT035",739.76220703125
"FDK04","OUT035",920.939086914062
"FDT51","OUT049",1672.02160644531
"FDV26","OUT017",3041.96630859375
"FDS04","OUT049",2237.75537109375
"FDW43","OUT018",3162.23974609375
"FDQ28","OUT010",379.420532226562
"NCK06","OUT017",2111.08325195312
"FDS23","OUT018",1873.23327636719
"FDZ36","OUT019",578.710083007812
"FDE56","OUT018",771.677307128906
"FDW10","OUT027",3654.37036132812
"NCN14","OUT045",2761.84838867188
"NCQ18","OUT045",1575.76953125
"FDW08","OUT017",1677.86120605469
"FDU43","OUT035",3984.54296875
"FDR33","OUT010",237.512878417969
"FDM24","OUT010",397.612945556641
"NCZ05","OUT046",1577.30236816406
"NCV41","OUT035",1828.48913574219
"FDV11","OUT018",2540.73364257812
"NCY05","OUT035",653.748779296875
"FDV44","OUT018",2472.47705078125
"FDW32","OUT049",1261.91186523438
"NCU18","OUT027",3653.6103515625
"NCC43","OUT035",3660.67797851562
"FDW19","OUT013",1723.27575683594
"FDN31","OUT035",3044.03125
"FDI48","OUT045",761.429931640625
"FDS24","OUT017",1380.353515625
"FDF46","OUT049",1878.12963867188
"DRG23","OUT017",2381.69799804688
"FDG14","OUT018",2175.58837890625
"NCY30","OUT049",2859.16479492188
"FDO28","OUT018",1818.19470214844
"DRD24","OUT035",2340.70434570312
"FDI33","OUT049",1396.23596191406
"FDN32","OUT046",2942.72827148438
"FDR16","OUT045",3643.15063476562
"FDF26","OUT046",2276.54956054688
"NCN29","OUT018",624.963745117188
"FDE20","OUT045",2851.68969726562
"FDA46","OUT046",3063.59252929688
"FDU28","OUT045",2859.66748046875
"FDQ48","OUT045",1514.15063476562
"FDV36","OUT013",2119.8759765625
"FDR14","OUT018",626.572143554688
"FDP23","OUT017",3652.37182617188
"FDP56","OUT013",758.353515625
"FDK48","OUT010",218.887878417969
"FDR48","OUT046",2352.29736328125
"NCY29","OUT049",870.424499511719
"FDM22","OUT018",624.014770507812
"DRJ01","OUT013",2418.11499023438
"FDZ43","OUT045",3836.00561523438
"FDV03","OUT035",2625.13500976562
"FDX11","OUT027",5067.966796875
"NCA41","OUT027",4871.2158203125
"FDE38","OUT017",2645.22680664062
"FDI27","OUT018",632.829650878906
"FDN32","OUT013",2996.08740234375
"NCN43","OUT017",1980.89538574219
"FDB47","OUT027",5237.015625
"FDV03","OUT017",2525.68212890625
"NCN30","OUT045",1532.85266113281
"NCV54","OUT010",288.132049560547
"FDV07","OUT013",1583.03942871094
"FDP07","OUT049",3081.03369140625
"FDK48","OUT018",1064.56274414062
"FDM15","OUT019",360.842224121094
"FDY19","OUT027",3064.23046875
"FDK46","OUT046",3884.80737304688
"FDY11","OUT045",999.832214355469
"FDH09","OUT046",876.655517578125
"FDO08","OUT027",4207.27001953125
"FDU14","OUT013",3756.09497070312
"FDD22","OUT027",3100.34936523438
"FDM27","OUT017",2608.92236328125
"FDL02","OUT027",2604.41479492188
"NCA17","OUT035",2514.1455078125
"FDE38","OUT019",546.094177246094
"NCG07","OUT049",3215.5625
"DRC27","OUT013",3937.83911132812
"FDA27","OUT035",4057.49243164062
"FDW40","OUT045",2262.58325195312
"DRI11","OUT013",1815.95031738281
"FDN50","OUT046",1536.46606445312
"FDR12","OUT046",2847.01879882812
"FDT34","OUT027",2860.1806640625
"FDW11","OUT035",966.727111816406
"NCO30","OUT027",4989.78662109375
"FDZ34","OUT017",3351.029296875
"FDU45","OUT017",1893.78466796875
"NCD42","OUT035",642.686645507812
"FDX25","OUT045",2627.12084960938
"NCR29","OUT046",859.110229492188
"FDX43","OUT019",360.308135986328
"FDB04","OUT010",230.957244873047
"FDR49","OUT027",1466.93725585938
"FDS39","OUT018",2025.91137695312
"FDW58","OUT045",1481.34411621094
"FDG22","OUT019",102.843887329102
"FDG31","OUT017",918.795654296875
"NCV53","OUT027",5488.2470703125
"DRJ37","OUT035",2416.03833007812
"FDV07","OUT035",1730.30895996094
"FDW52","OUT018",2444.10620117188
"FDT15","OUT045",2844.21142578125
"FDD02","OUT018",1634.06750488281
"FDM16","OUT035",1311.86730957031
"NCE55","OUT046",2619.33544921875
"FDB57","OUT018",3084.66796875
"FDQ04","OUT013",661.440307617188
"FDQ47","OUT019",105.173263549805
"FDY14","OUT019",536.311218261719
